power;
8,98;
8,96;
8,97;
8,96;
8,96;
8,97;
8,96;
8,97;
8,97;
8,96;
8,96;
8,96;
8,97;
8,96;
8,97;
8,98;
8,97;
9,0;
8,95;
8,98;
8,98;
8,95;
9,0;
8,98;
8,99;
8,94;
8,95;
8,97;
8,97;
8,95;
8,98;
8,98;
8,95;
8,95;
8,96;
8,98;
8,95;
8,96;
8,97;
8,97;
8,96;
8,98;
8,97;
8,98;
8,98;
8,97;
8,96;
10,18;
8,94;
8,96;
8,96;
8,96;
8,99;
8,97;
8,96;
9,03;
8,96;
8,98;
9,01;
8,97;
8,98;
8,99;
8,98;
8,97;
8,97;
8,95;
8,95;
8,98;
8,95;
8,97;
9,02;
8,96;
8,97;
9,0;
8,95;
8,96;
8,97;
8,96;
8,93;
8,98;
8,98;
8,94;
8,99;
8,94;
8,95;
9,0;
8,96;
8,99;
9,01;
8,95;
8,96;
8,97;
8,97;
8,95;
8,97;
8,96;
8,97;
9,0;
8,94;
8,99;
8,99;
8,96;
8,96;
8,99;
8,96;
8,96;
8,99;
9,29;
8,97;
8,98;
8,95;
8,95;
9,0;
8,98;
8,97;
8,99;
8,97;
8,97;
9,0;
8,97;
