power;
8,96;
8,95;
8,94;
8,98;
8,96;
8,95;
8,98;
8,94;
8,95;
8,96;
8,94;
8,96;
9,01;
8,97;
8,94;
9,0;
8,97;
8,96;
9,0;
8,97;
8,96;
9,0;
8,97;
8,96;
8,99;
8,96;
8,97;
8,99;
8,96;
8,97;
8,98;
8,98;
8,97;
8,99;
8,95;
8,96;
9,0;
8,95;
8,96;
8,99;
8,98;
8,96;
8,98;
8,97;
8,97;
9,01;
10,12;
8,99;
9,0;
8,97;
8,95;
8,98;
8,97;
8,96;
8,98;
8,97;
8,99;
8,98;
8,98;
8,96;
8,99;
8,95;
8,97;
8,99;
8,96;
8,96;
8,98;
8,95;
8,97;
8,99;
8,97;
8,96;
8,98;
8,97;
8,95;
8,98;
9,01;
8,94;
8,96;
8,96;
8,95;
9,01;
8,95;
8,97;
9,04;
8,97;
8,97;
8,97;
8,95;
8,95;
9,01;
8,96;
8,95;
9,0;
8,96;
8,96;
8,98;
8,96;
8,97;
8,97;
8,93;
8,95;
8,95;
8,97;
8,99;
10,25;
8,96;
8,96;
8,98;
8,95;
8,93;
8,95;
8,95;
8,98;
8,96;
8,97;
8,96;
8,95;
8,96;
8,96;
8,96;
