power;
17,24;
17,11;
17,05;
17,21;
17,11;
17,08;
17,38;
17,19;
17,12;
15,08;
17,27;
17,12;
18,4;
17,13;
17,0;
17,23;
17,14;
17,0;
17,22;
15,23;
17,03;
17,2;
17,12;
17,02;
17,21;
17,14;
17,03;
17,21;
17,1;
15,19;
17,2;
17,1;
16,9;
17,21;
17,09;
16,92;
17,21;
17,09;
17,04;
15,26;
17,1;
17,06;
17,23;
17,08;
17,04;
17,21;
17,09;
17,06;
17,21;
15,28;
17,07;
17,24;
17,1;
17,08;
17,24;
17,11;
17,1;
17,25;
17,08;
15,82;
17,24;
17,1;
17,12;
17,26;
17,07;
17,1;
17,23;
17,07;
17,13;
15,95;
17,05;
17,08;
17,22;
17,04;
17,1;
17,21;
17,05;
17,09;
17,2;
16,22;
16,63;
16,9;
16,92;
16,91;
17,2;
17,01;
17,1;
17,22;
17,2;
16,61;
16,69;
17,04;
17,16;
17,24;
17,02;
17,12;
17,22;
17,02;
17,15;
16,73;
16,34;
17,04;
17,21;
17,02;
17,11;
17,32;
17,01;
16,93;
16,93;
16,76;
16,37;
17,24;
16,99;
17,2;
17,22;
16,98;
17,17;
17,22;
17,0;
17,17;
15,89;
