power;
11,75;
11,79;
12,14;
11,96;
11,78;
11,78;
11,74;
11,81;
11,78;
11,77;
11,77;
11,79;
11,76;
11,78;
11,77;
11,77;
11,76;
11,78;
11,75;
11,77;
11,75;
11,76;
11,77;
11,78;
11,74;
11,78;
11,77;
11,77;
11,76;
11,77;
11,74;
11,79;
11,76;
11,74;
11,76;
11,75;
11,74;
11,76;
11,75;
11,75;
11,76;
11,77;
11,73;
11,77;
11,75;
11,75;
11,76;
11,77;
11,75;
11,76;
11,76;
11,78;
11,77;
11,76;
11,78;
11,76;
11,76;
11,78;
11,75;
11,76;
11,78;
11,75;
11,76;
11,79;
11,79;
11,78;
11,78;
11,77;
12,94;
11,78;
11,78;
11,77;
11,78;
11,76;
11,76;
11,78;
11,77;
11,76;
11,79;
11,76;
11,76;
11,77;
11,76;
11,76;
11,8;
11,75;
11,76;
11,79;
11,77;
11,76;
11,8;
11,76;
11,78;
11,78;
11,75;
11,76;
11,77;
11,76;
11,78;
11,77;
11,78;
11,76;
11,8;
11,75;
11,77;
11,79;
11,78;
11,75;
11,8;
11,77;
11,79;
11,77;
11,78;
11,76;
11,79;
11,76;
11,78;
11,78;
11,79;
11,75;
11,8;
