power;
17,02;
16,98;
17,14;
17,0;
15,52;
17,14;
16,98;
17,06;
16,86;
16,19;
17,47;
18,02;
17,22;
17,0;
15,43;
17,0;
17,0;
17,14;
17,0;
16,99;
17,13;
17,01;
16,99;
17,15;
15,47;
17,0;
17,14;
17,02;
17,01;
17,16;
17,02;
17,01;
17,15;
17,01;
15,3;
17,15;
17,02;
17,0;
17,18;
17,01;
17,03;
17,16;
17,03;
17,03;
14,97;
17,03;
16,81;
17,17;
17,03;
17,03;
17,16;
17,03;
17,02;
17,17;
14,74;
17,02;
17,16;
17,03;
16,99;
17,17;
17,03;
17,03;
17,17;
17,04;
14,71;
17,19;
17,03;
17,02;
17,2;
17,03;
16,87;
16,86;
17,05;
17,03;
14,77;
17,03;
17,02;
17,18;
17,06;
17,03;
17,18;
17,04;
17,02;
17,18;
15,09;
17,03;
17,18;
17,07;
17,04;
17,19;
17,06;
17,04;
17,19;
17,08;
16,5;
17,31;
17,06;
17,03;
17,19;
17,07;
17,03;
17,19;
17,06;
17,03;
15,73;
17,08;
17,03;
17,2;
17,08;
17,03;
17,19;
17,09;
17,03;
17,21;
15,91;
17,03;
17,19;
17,1;
17,05;
17,2;
17,08;
