power;
16,11;
16,27;
16,28;
16,25;
16,26;
16,27;
16,26;
16,3;
16,21;
16,22;
16,2;
16,16;
16,16;
16,16;
16,21;
16,18;
16,24;
16,36;
15,38;
13,47;
13,49;
13,49;
14,82;
14,58;
14,35;
13,78;
13,46;
13,91;
13,5;
13,39;
13,37;
13,36;
13,38;
13,37;
13,37;
13,37;
14,08;
13,13;
13,11;
13,12;
13,13;
13,12;
13,13;
13,13;
13,13;
13,12;
13,12;
14,03;
13,39;
13,53;
13,37;
13,37;
13,54;
13,39;
13,38;
13,37;
13,59;
14,23;
14,12;
13,13;
13,58;
13,12;
14,48;
13,38;
13,39;
13,47;
14,16;
14,31;
14,34;
13,24;
13,71;
13,12;
13,85;
13,13;
13,12;
13,12;
13,12;
13,1;
14,45;
13,12;
13,99;
13,13;
15,67;
13,39;
13,38;
13,37;
13,37;
13,42;
13,79;
13,11;
13,11;
13,09;
13,11;
13,12;
13,26;
13,08;
13,11;
13,28;
13,12;
13,32;
13,11;
13,11;
13,11;
13,17;
13,19;
13,39;
13,18;
13,84;
13,87;
13,76;
13,68;
13,45;
13,45;
13,66;
13,43;
13,72;
13,44;
13,87;
13,49;
13,78;
14,39;
14,26;
14,01;
13,86;
13,85;
13,19;
13,77;
13,21;
14,17;
13,23;
13,79;
13,22;
14,28;
13,35;
13,26;
13,33;
13,93;
13,22;
13,2;
13,2;
13,21;
13,21;
13,22;
14,3;
14,08;
13,45;
13,44;
13,46;
13,48;
14,19;
13,18;
13,42;
13,96;
13,41;
13,19;
13,22;
13,19;
13,4;
13,97;
13,21;
13,19;
13,2;
13,2;
13,41;
13,2;
13,41;
13,2;
13,21;
13,2;
13,67;
14,5;
13,48;
13,45;
13,67;
13,45;
13,67;
13,71;
13,49;
14,33;
13,53;
13,46;
13,46;
