power;
9,13;
8,72;
8,5;
8,47;
8,51;
8,58;
8,57;
8,56;
8,55;
8,58;
8,55;
8,57;
8,54;
8,58;
8,58;
8,57;
8,57;
8,51;
8,5;
8,5;
8,51;
8,48;
9,16;
8,46;
8,52;
8,41;
8,49;
8,5;
8,55;
8,55;
8,63;
9,94;
8,59;
8,59;
8,52;
8,51;
8,53;
8,51;
8,55;
8,99;
8,51;
8,52;
8,5;
8,47;
8,49;
8,55;
8,49;
8,49;
8,54;
8,5;
8,52;
8,55;
8,49;
8,48;
8,52;
8,51;
8,5;
8,56;
8,48;
8,5;
8,61;
8,55;
8,56;
8,59;
8,56;
8,49;
8,55;
8,5;
8,48;
8,51;
8,4;
8,51;
8,4;
8,49;
8,48;
8,51;
8,5;
8,48;
8,55;
8,48;
8,49;
8,52;
8,5;
8,51;
8,54;
8,56;
8,55;
8,58;
8,55;
8,54;
8,52;
8,49;
8,5;
8,55;
8,47;
8,49;
8,53;
8,49;
8,5;
8,5;
8,5;
8,47;
8,52;
8,41;
8,48;
8,43;
8,48;
8,42;
8,55;
8,48;
8,46;
8,54;
8,51;
8,47;
8,53;
8,49;
8,48;
8,53;
8,51;
8,5;
8,51;
8,47;
8,5;
8,53;
8,49;
8,5;
8,52;
8,59;
6,23;
4,83;
4,83;
5,29;
5,02;
4,99;
4,96;
4,75;
4,72;
4,72;
4,74;
4,72;
4,72;
4,74;
4,72;
4,73;
4,74;
4,75;
4,73;
4,74;
4,71;
4,73;
4,72;
4,75;
5,77;
4,74;
4,61;
4,99;
4,65;
4,72;
4,73;
4,7;
4,72;
4,73;
4,72;
4,7;
4,72;
4,72;
4,7;
4,71;
4,72;
4,72;
4,71;
4,71;
4,7;
4,73;
4,69;
4,72;
4,71;
4,72;
4,7;
4,72;
4,71;
