time elapsed;power;
1;11,62;
2;11,61;
3;11,61;
4;11,62;
5;11,63;
6;11,61;
7;11,62;
8;11,62;
9;11,61;
10;11,62;
11;11,62;
12;11,61;
13;11,61;
14;11,62;
15;11,59;
16;11,62;
17;11,61;
18;11,6;
19;11,62;
20;11,64;
21;13,01;
22;11,62;
23;11,62;
24;11,6;
25;11,63;
26;11,63;
27;11,6;
28;11,97;
29;11,98;
30;11,61;
31;11,64;
32;11,62;
33;11,61;
34;11,62;
35;11,62;
36;11,63;
37;11,63;
38;11,63;
39;11,64;
40;11,61;
41;11,62;
42;11,62;
43;11,62;
44;11,61;
45;11,64;
46;11,62;
47;11,61;
48;11,64;
49;11,61;
50;11,61;
51;11,63;
52;11,62;
53;11,62;
54;11,65;
55;11,62;
56;11,61;
57;11,64;
58;11,6;
59;11,63;
60;11,63;
61;11,61;
62;11,62;
63;11,62;
64;11,62;
65;11,95;
66;11,63;
67;11,62;
68;11,61;
69;11,64;
70;11,61;
71;11,61;
72;11,64;
73;11,6;
74;11,62;
75;11,65;
76;11,61;
77;11,62;
78;11,63;
79;11,61;
80;11,61;
81;11,64;
82;11,66;
83;11,62;
84;11,64;
85;11,62;
86;11,61;
87;11,63;
88;11,61;
89;11,61;
90;11,64;
91;11,62;
92;11,61;
93;11,63;
94;11,62;
95;11,61;
96;11,63;
97;11,62;
98;11,63;
99;11,65;
100;11,61;
101;11,61;
102;11,96;
103;11,62;
104;11,61;
105;11,63;
106;11,61;
107;11,62;
108;11,63;
109;11,62;
110;11,62;
111;11,63;
112;11,6;
113;11,61;
114;11,64;
115;11,6;
116;11,61;
117;11,6;
118;11,61;
119;11,62;
120;11,61;
121;11,61;
122;11,61;
123;11,61;
124;11,6;
125;11,61;
126;11,6;
127;11,61;
128;11,62;
129;11,61;
130;11,6;
131;11,61;
132;11,62;
133;11,63;
134;11,61;
135;11,62;
136;11,61;
137;11,62;
138;11,61;
139;11,93;
140;11,63;
141;13,05;
142;11,61;
143;11,61;
144;11,6;
145;11,61;
146;11,6;
147;11,59;
148;11,6;
149;11,6;
150;11,59;
151;11,61;
152;11,6;
153;11,61;
154;11,6;
155;11,6;
156;11,59;
157;11,63;
158;11,62;
159;11,62;
160;11,65;
161;11,61;
162;11,6;
163;11,64;
164;11,62;
165;11,62;
166;11,64;
167;11,61;
168;11,62;
169;11,64;
170;11,62;
171;11,61;
172;11,65;
173;11,6;
174;11,61;
175;11,64;
176;11,6;
177;11,87;
178;11,63;
179;11,62;
180;11,61;
181;11,63;
