power;
12,09;
12,03;
12,1;
12,01;
13,3;
12,02;
12,01;
12,13;
12,0;
12,08;
12,01;
12,09;
12,02;
12,32;
12,02;
12,41;
12,02;
12,01;
12,09;
12,0;
12,1;
12,01;
12,11;
12,0;
12,01;
12,02;
12,02;
12,08;
12,01;
12,09;
12,01;
12,1;
12,02;
12,09;
12,01;
12,0;
12,03;
12,01;
12,1;
12,01;
12,11;
12,01;
12,1;
12,0;
12,04;
12,04;
12,01;
12,04;
12,02;
12,11;
12,0;
12,13;
12,01;
12,09;
12,04;
12,01;
12,02;
12,04;
12,1;
12,01;
12,12;
12,02;
12,1;
12,02;
12,09;
12,91;
12,04;
12,0;
12,02;
12,13;
12,01;
12,1;
12,04;
12,1;
12,0;
12,03;
12,02;
12,01;
12,13;
11,99;
12,1;
12,03;
12,11;
12,01;
12,12;
12,01;
12,02;
12,02;
12,02;
12,12;
12,04;
12,13;
12,03;
12,11;
12,01;
12,02;
12,03;
12,01;
12,12;
12,01;
12,12;
12,02;
12,11;
12,02;
12,12;
12,02;
12,02;
12,01;
12,22;
12,15;
12,16;
12,16;
12,01;
12,16;
12,03;
12,03;
12,01;
12,02;
12,08;
12,01;
12,1;
12,03;
12,1;
12,02;
12,1;
13,26;
11,99;
12,01;
12,03;
12,09;
12,01;
12,1;
12,01;
12,11;
12,03;
12,08;
12,01;
12,03;
12,03;
12,02;
12,11;
12,0;
12,11;
12,02;
12,09;
12,01;
12,02;
12,0;
12,01;
12,12;
12,0;
12,1;
12,02;
12,09;
12,01;
12,11;
12,0;
12,02;
12,03;
12,0;
12,12;
12,02;
12,1;
12,02;
12,11;
11,99;
12,02;
12,02;
12,19;
12,17;
12,01;
12,1;
12,02;
12,17;
12,0;
12,12;
12,01;
12,0;
12,03;
12,02;
12,1;
