power;
11,68;
11,69;
11,66;
11,66;
11,95;
11,82;
12,03;
11,69;
11,69;
11,66;
11,68;
11,68;
12,71;
11,66;
11,67;
11,64;
11,7;
11,67;
12,8;
11,9;
12,0;
11,64;
11,67;
11,7;
11,7;
11,73;
11,73;
11,71;
11,73;
11,71;
12,22;
11,7;
11,73;
11,72;
11,73;
11,81;
11,72;
11,78;
11,78;
11,75;
11,75;
11,71;
11,67;
11,73;
11,69;
11,69;
11,71;
11,67;
11,64;
11,7;
12,27;
11,64;
11,68;
11,66;
11,7;
11,66;
11,65;
11,89;
11,67;
11,93;
12,07;
11,7;
11,67;
11,66;
11,68;
11,66;
11,64;
11,69;
11,78;
11,64;
11,7;
12,46;
11,64;
11,7;
11,66;
11,66;
11,66;
11,7;
11,85;
11,66;
11,68;
12,07;
11,69;
11,7;
11,69;
11,68;
11,7;
12,0;
11,98;
11,74;
11,84;
11,89;
11,71;
11,97;
11,66;
11,66;
11,96;
12,05;
11,7;
11,73;
11,71;
12,03;
11,72;
11,71;
11,74;
11,74;
11,72;
11,74;
11,72;
11,69;
11,73;
11,73;
11,71;
11,75;
11,75;
12,73;
11,72;
11,68;
11,65;
11,67;
11,69;
